Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Area µm^2,Perimeter µm,shape2D_MeshSurfaceArea,shape2D_PixelSurface,shape2D_Perimeter,shape2D_PerimeterSurfaceRatio,shape2D_Sphericity,shape2D_SphericalDisproportion,shape2D_MajorAxisLength,shape2D_MinorAxisLength,shape2D_Elongation,shape2D_Flatness,shape_VoxelVolume,shape_MeshVolume,shape_SurfaceArea,shape_SurfaceVolumeRatio,shape_Sphericity,shape_Compactness1,shape_Compactness2,shape_SphericalDisproportion,shape_Maximum3DDiameter,shape_Maximum2DDiameterSlice,shape_Maximum2DDiameterColumn,shape_Maximum2DDiameterRow,shape_MajorAxisLength,shape_MinorAxisLength,shape_LeastAxisLength,shape_Elongation,firstorder_Energy,firstorder_TotalEnergy,firstorder_Entropy,firstorder_Minimum,firstorder_10Percentile,firstorder_90Percentile,firstorder_Maximum,firstorder_Mean,firstorder_Median,firstorder_InterquartileRange,firstorder_Range,firstorder_MeanAbsoluteDeviation,firstorder_RobustMeanAbsoluteDeviation,firstorder_RootMeanSquared,firstorder_Variance,firstorder_StandardDeviation,firstorder_Skewness,firstorder_Kurtosis,firstorder_Uniformity,glcm_Autocorrelation,glcm_JointAverage,glcm_ClusterProminence,glcm_ClusterShade,glcm_ClusterTendency,glcm_Contrast,glcm_Correlation,glcm_JointEnergy,glcm_JointEntropy,glcm_Idm,glcm_Idmn,glcm_Id,glcm_Idn,glcm_InverseVariance,glcm_MaximumProbability,glcm_SumSquares,glcm_DifferenceAverage,glcm_DifferenceEntropy,glcm_DifferenceVariance,glcm_SumAverage,glcm_SumEntropy,glcm_Imc1,glcm_Imc2,glrlm_ShortRunEmphasis,glrlm_LongRunEmphasis,glrlm_GrayLevelNonUniformity,glrlm_GrayLevelNonUniformityNormalized,glrlm_RunLengthNonUniformity,glrlm_RunLengthNonUniformityNormalized,glrlm_RunPercentage,glrlm_GrayLevelVariance,glrlm_RunVariance,glrlm_RunEntropy,glrlm_LowGrayLevelRunEmphasis,glrlm_HighGrayLevelRunEmphasis,glrlm_ShortRunLowGrayLevelEmphasis,glrlm_ShortRunHighGrayLevelEmphasis,glrlm_LongRunLowGrayLevelEmphasis,glrlm_LongRunHighGrayLevelEmphasis,glszm_SmallAreaEmphasis,glszm_LargeAreaEmphasis,glszm_GrayLevelNonUniformity,glszm_GrayLevelNonUniformityNormalized,glszm_SizeZoneNonUniformity,glszm_SizeZoneNonUniformityNormalized,glszm_ZonePercentage,glszm_GrayLevelVariance,glszm_ZoneVariance,glszm_ZoneEntropy,glszm_LowGrayLevelZoneEmphasis,glszm_HighGrayLevelZoneEmphasis,glszm_SmallAreaLowGrayLevelEmphasis,glszm_SmallAreaHighGrayLevelEmphasis,glszm_LargeAreaLowGrayLevelEmphasis,glszm_LargeAreaHighGrayLevelEmphasis,ngtdm_Coarseness,ngtdm_Contrast,ngtdm_Busyness,ngtdm_Complexity,ngtdm_Strength,gldm_SmallDependenceEmphasis,gldm_LargeDependenceEmphasis,gldm_GrayLevelNonUniformity,gldm_DependenceNonUniformity,gldm_DependenceNonUniformityNormalized,gldm_DependencePercentage,gldm_GrayLevelVariance,gldm_DependenceVariance,gldm_DependenceEntropy,gldm_LowGrayLevelEmphasis,gldm_HighGrayLevelEmphasis,gldm_SmallDependenceLowGrayLevelEmphasis,gldm_SmallDependenceHighGrayLevelEmphasis,gldm_LargeDependenceLowGrayLevelEmphasis,gldm_LargeDependenceHighGrayLevelEmphasis,Centroid_X,Centroid_Y
ytma10_010704_benign1_ccd.tif,b01e295e-54c8-487e-a493-ef85eee44be6,Annotation,,,Root object (Image),Polygon,32.22,194.35,55.5,39,222,222,78,0.3514,0.4585,2.1809,23.505,12.2144,0.5197,0.5197,222,222,78,0.3514,0.4585,0.1818,11.7456,2.1809,27.8029,27.8029,17,22,23.505,12.2144,12.2144,0.5197,2233915,2233915,1.2089,76,86,117,142,99.473,97,18,66,10.4558,7.4335,100.3129,167.8078,12.9541,0.6764,3.1265,0.4712,2.2466,1.4318,2.5988,0.7747,1.0089,0.2228,0.6383,0.346,1.9297,0.8916,0.978,0.8919,0.9458,0.2134,0.5106,0.3079,0.2178,0.7711,0.1754,2.8636,1.694,-0.2918,0,0.3711,27.2857,44.1607,0.3943,17.6786,0.1578,0.5045,0.4614,11.5702,4.205,0.4901,3.7143,0.1089,1.9698,21.5516,51.5714,0.2988,2793.7143,2.7143,0.3878,1.2857,0.1837,0.0315,0.4898,1787.9184,2.8074,0.2976,5.7143,0.0531,1.9739,2398.377,4408.7143,0.05,0.026,8.0991,0.7052,0.1552,0.0451,48.8108,104.6036,39.5856,0.1783,1,0.3488,4.6063,3.6374,0.6688,2.545,0.0192,0.1982,37.2319,96.7883,64.4324,388.7027
ytma10_010704_benign1_ccd.tif,545987ff-8fbf-4adc-b189-d91e8287b0d8,Annotation,,,Root object (Image),Polygon,311.49,206.49,55.25,37,221,221,74,0.3348,0.5072,1.9718,22.1458,12.8174,0.5788,0.5788,221,221,74,0.3348,0.5072,0.1959,13.6314,1.9718,26.1725,26.1725,18,19,22.1458,12.8174,12.8174,0.5788,3360326,3360326,0.9725,102,113,136,148,122.9955,122,11,46,7.1174,5.0372,123.3089,77.2081,8.7868,0.3106,2.7137,0.5189,2.0351,1.377,0.8484,0.3205,0.7476,0.192,0.5913,0.3751,1.6507,0.904,0.9616,0.904,0.936,0.192,0.527,0.2349,0.192,0.7056,0.1551,2.7541,1.4587,-0.2732,0,0.2819,27.9811,53.6792,0.5064,14.0943,0.133,0.4796,0.2468,10.5938,4.0341,0.5825,2.6698,0.1197,0.9307,22.2217,51.0189,0.251,5716.25,2.5,0.625,1,0.25,0.0181,0.1875,2663.6875,2,0.4375,3.25,0.0628,1.0041,4696.0625,9797,0.0478,0.0461,50.2669,0.1894,0.0473,0.0332,50.086,114.6833,38.5928,0.1746,1,0.2405,3.4636,3.5215,0.698,2.2081,0.0183,0.0926,37.9536,98.6154,622.9842,412.9887
ytma10_010704_benign1_ccd.tif,fb25bdc3-f043-4264-aa8a-98bd389f56c0,Annotation,,,Root object (Image),Polygon,257.39,282.87,55.25,38,221,221,76,0.3439,0.4808,2.0798,22.7562,13.1333,0.5771,0.5771,221,221,76,0.3439,0.4808,0.1882,12.5833,2.0798,26.8701,26.8701,19,19,22.7562,13.1333,13.1333,0.5771,2538540,2538540,1.1952,74,95,121,137,106.5611,106,13,63,8.7519,5.7933,107.1756,131.3413,11.4604,0.1344,3.5146,0.5316,7.8535,2.7765,2.729,-0.3725,0.876,0.298,0.4923,0.3493,2.1195,0.8556,0.9826,0.8561,0.9422,0.2838,0.553,0.2935,0.2904,0.8934,0.2136,5.553,1.7992,-0.1675,0,0.3969,17.4638,53.7826,0.3897,27.3043,0.1979,0.6244,0.506,7.2052,4.0662,0.1629,8.4928,0.0678,3.7372,2.3249,146.8116,0.2846,2704.1111,2.7778,0.3086,1.4444,0.1605,0.0407,1.1111,2101.1358,2.9477,0.2191,10.1111,0.0454,3.9304,326.8272,23461.3333,0.0403,0.0141,1.9593,1.738,0.2188,0.0506,41.4977,117.4887,32.0226,0.1449,1,0.3082,4.1275,3.7409,0.1477,8.2805,0.0083,0.4981,5.5696,343.6833,514.7715,565.7398
ytma10_010704_benign1_ccd.tif,82f34daf-b1ff-41ac-bbbc-f88655e8389d,Annotation,,,Root object (Image),Polygon,291.67,161.49,54.5,35,218,218,70,0.3211,0.5591,1.7887,21.4885,13.0051,0.6052,0.6052,218,218,70,0.3211,0.5591,0.21,15.6701,1.7887,25,25,15,20,21.4885,13.0051,13.0051,0.6052,2929210,2929210,1.7864,72,87,140,162,114.1927,115,30,90,16.5413,12.5603,115.917,396.7794,19.9193,0.0847,2.448,0.3202,9.54,3.0133,11.2717,-0.2066,2.2471,0.4079,0.6927,0.1794,2.9367,0.8342,0.9848,0.8384,0.9441,0.2888,0.3062,0.6637,0.3443,1.0443,0.2893,6.0267,2.4486,-0.3085,0,0.4521,14.6939,42.415,0.2885,31.9796,0.2175,0.6743,0.9161,5.8968,4.3315,0.1456,11.4014,0.069,5.9258,2.0268,141.8095,0.2364,1104.5455,2.8182,0.2562,1.5455,0.1405,0.0505,1.5041,711.7851,3.4594,0.1675,14.7273,0.0218,4.664,148.6041,10011.0909,0.0495,0.0231,1.4444,3.065,0.386,0.0577,40.0275,69.8073,30.4312,0.1396,1,0.7146,4.4665,4.5126,0.1395,10.3303,0.0081,0.7747,5.513,381.5505,583.3486,322.9862
ytma10_010704_benign1_ccd.tif,ea1d754f-6a62-4369-82ee-31e997225e01,Annotation,,,Root object (Image),Polygon,362.56,298.51,54.25,45,217,217,90,0.4147,0.3367,2.9704,30.9139,9.0832,0.2938,0.2938,217,217,90,0.4147,0.3367,0.1434,7.3054,2.9704,32.7567,32.7567,17,28,30.9139,9.0832,9.0832,0.2938,2556732,2556732,1.96,61,75,136,168,106.1475,108,34,107,19.3791,15.0256,108.5457,514.8907,22.6912,0.1313,2.2733,0.2848,7.1612,2.5799,16.5646,0.1129,2.6795,0.6592,0.6051,0.1588,3.2697,0.7944,0.9769,0.8041,0.9293,0.3105,0.3041,0.8347,0.4522,1.2644,0.4548,5.1599,2.5755,-0.2681,0,0.6282,10.9945,50.0718,0.2766,66.4475,0.3671,0.8341,1.0542,5.2451,3.8184,0.178,10.8674,0.0747,8.2067,2.6488,73.0829,0.6542,409.08,7.16,0.2864,10.68,0.4272,0.1152,1.0304,333.7376,3.1591,0.1241,14.28,0.0523,10.5878,91.1411,2487.64,0.0505,0.0375,2.0233,3.3751,0.3453,0.1248,36.1705,61.8111,26.6774,0.1229,1,0.9322,6.3498,4.5423,0.2278,8.2995,0.0149,1.7155,9.5822,219.3318,725.1175,597.03
ytma10_010704_benign1_ccd.tif,d94b0e71-9ca4-4270-a0ec-825226e3b7fb,Annotation,,,Root object (Image),Polygon,290.46,317.12,54.25,40,217,217,80,0.3687,0.4261,2.347,26.7707,10.6516,0.3979,0.3979,217,217,80,0.3687,0.4261,0.1711,10.4016,2.347,28.8444,28.8444,24,16,26.7707,10.6516,10.6516,0.3979,3702352,3702352,1.4068,97,113,147,159,129.9171,130,20,62,11.3107,8.47,130.6198,183.0899,13.5311,-0.0204,2.3555,0.4262,7.2235,2.6415,3.9326,0.0216,1.2675,0.2829,0.635,0.2682,2.3513,0.8616,0.9834,0.862,0.9446,0.2733,0.407,0.3876,0.2778,0.8699,0.2058,5.2829,2.0535,-0.2714,0,0.3126,15.7557,47.3969,0.3618,22.8168,0.1742,0.6037,0.5722,4.7799,4.0915,0.1707,8.5496,0.0567,3.2644,2.6307,115.6031,0.1495,1936.7778,3.4444,0.3827,1.8889,0.2099,0.0415,1.2099,1355.4321,2.6416,0.2137,10.8889,0.021,2.2023,275.5193,15333,0.052,0.017,1.8697,1.5161,0.2546,0.0444,41.7189,92.4747,32.0323,0.1476,1,0.4144,3.6437,3.9513,0.1697,7.682,0.0081,0.4323,7.0535,295.2581,580.9147,634.2373
ytma10_010704_benign1_ccd.tif,652e70bc-6a61-4753-9437-9e300ebd96ff,Annotation,,,Root object (Image),Polygon,248.06,196.61,54,35,216,216,70,0.3241,0.5539,1.8052,22.3345,12.4873,0.5591,0.5591,216,216,70,0.3241,0.5539,0.2081,15.3839,1.8052,25.5539,25.5539,22,13,22.3345,12.4873,12.4873,0.5591,2614453,2614453,1.4718,72,85,129,147,108.8565,111,22,75,13.0021,9.9564,110.0179,254.2155,15.9441,-0.2559,2.4931,0.4105,8.3136,2.8323,5.1518,-0.2738,1.4414,0.2738,0.6808,0.2663,2.3951,0.8631,0.9839,0.8631,0.9452,0.2738,0.446,0.4288,0.2738,0.8468,0.1988,5.6645,2.1214,-0.3268,0,0.392,19.0625,45.0781,0.3522,22.75,0.1777,0.5926,0.613,7.6719,4.1699,0.1413,10.2812,0.0521,4.8955,2.9161,151.0938,0.1868,2628.5714,2.7143,0.3878,1,0.1429,0.0324,1.2653,1676.4082,2.8074,0.2302,11.1429,0.0452,2.4532,350.495,22031.5714,0.0467,0.0213,2.0665,1.8388,0.2459,0.0474,43.1481,88.6574,31.7685,0.1471,1,0.4563,4.3168,3.9804,0.147,8.8287,0.0072,0.5215,6.5512,339.3657,496.125,393.2176
ytma10_010704_benign1_ccd.tif,eda14d3b-f830-46fd-b28e-42a15272a175,Annotation,,,Root object (Image),Polygon,202.2,212.62,54,36,216,216,72,0.3333,0.5236,1.9099,22.773,12.2166,0.5364,0.5364,216,216,72,0.3333,0.5236,0.1995,14.1372,1.9099,25.6125,25.6125,20,16,22.773,12.2166,12.2166,0.5364,3443709,3443709,1.2273,93,111,140,161,125.7176,126,15,68,9.007,6.087,126.266,138.1841,11.7552,-0.1009,3.3356,0.4748,6.6036,2.5347,2.2922,-0.3873,1.0042,0.2896,0.5523,0.2895,2.1749,0.8614,0.9831,0.8621,0.9445,0.2703,0.4208,0.3234,0.2793,0.8842,0.2116,5.0695,1.8571,-0.2121,0,0.3743,17.8462,54.3692,0.4182,22.8462,0.1757,0.6019,0.4582,6.8033,4.165,0.2066,7.1385,0.0906,2.8464,3.051,125.8923,0.4564,1534.2,2.6,0.26,2.4,0.24,0.0463,1.21,1067.64,3.1219,0.3021,8.5,0.1377,4.7071,267.6847,10351.9,0.0432,0.014,2.0211,1.6022,0.2285,0.0567,42.8981,102.5463,31.0093,0.1436,1,0.3271,4.1821,3.9777,0.1854,6.9769,0.0133,0.4693,7.4284,296.162,404.3982,425.25
ytma10_010704_benign1_ccd.tif,74d0767f-ec7d-4a6f-8819-ae5432d84f12,Annotation,,,Root object (Image),Polygon,419.39,139.63,53.75,36,215,215,72,0.3349,0.5212,1.9187,21.2183,13.1164,0.6182,0.6182,215,215,72,0.3349,0.5212,0.1985,14.0066,1.9187,25.4558,25.4558,18,18,21.2183,13.1164,13.1164,0.6182,4410332,4410332,1.4619,109,124,167,178,142.3163,138,26,69,13.4708,10.192,143.2242,259.2488,16.1012,0.3974,2.3049,0.4271,5.0863,2.1914,5.7428,0.2797,1.4012,0.2642,0.6827,0.3009,2.352,0.8803,0.9849,0.8813,0.9519,0.2286,0.4974,0.4163,0.2436,0.8399,0.2049,4.3827,2.0545,-0.3326,0,0.4132,20.5,39.6667,0.3306,23.2167,0.1935,0.5581,0.6831,7.6597,4.1951,0.2632,6.85,0.0779,3.7471,5.5299,99.95,0.4771,1555.75,5,0.4167,3,0.25,0.0558,0.6667,1234.7431,2.9183,0.1846,9.6667,0.0476,5.0861,383.7604,7383.5,0.0585,0.0181,2.1882,1.3625,0.271,0.0622,47.4093,91.8372,33.9767,0.158,1,0.4485,4.8261,4.0326,0.2802,5.5163,0.0123,0.5186,13.2366,235.3209,838.7791,279.2581
ytma10_010704_benign1_ccd.tif,d06ef6df-833d-47d6-9782-d4564c4f9c86,Annotation,,,Root object (Image),Polygon,230.83,305.81,53.75,33,215,215,66,0.307,0.6202,1.6123,19.8549,13.8948,0.6998,0.6998,215,215,66,0.307,0.6202,0.2262,18.1843,1.6123,23.6008,23.6008,14,19,19.8549,13.8948,13.8948,0.6998,3238363,3238363,1.2838,84,108,137,159,122.1163,122,15,75,9.5351,6.6114,122.728,149.7679,12.238,-0.2508,3.4973,0.4528,5.8201,2.367,3.32,-0.2334,1.1284,0.2584,0.6274,0.2819,2.1968,0.8708,0.9848,0.8708,0.9483,0.2584,0.4113,0.3467,0.2584,0.8243,0.1916,4.7339,1.9384,-0.2747,0,0.3023,19.5798,50.4454,0.4239,18.7143,0.1573,0.5535,0.4166,6.5228,4.1243,0.224,6.479,0.0514,2.3813,4.1432,117.7479,0.2855,2081.625,2.75,0.3438,1.25,0.1562,0.0372,0.7344,1359.3594,2.75,0.2509,7.625,0.0317,2.7656,434.6354,11716.875,0.0446,0.0145,2.387,1.5838,0.2423,0.0443,44.1907,97.3442,35.1395,0.1634,1,0.3507,3.6464,3.8983,0.2244,6.0884,0.0083,0.33,9.7382,261.1581,461.6628,611.6256
ytma10_010704_benign1_ccd.tif,31011bc1-d1d8-4c31-99b6-55570adfe869,Annotation,,,Root object (Image),Polygon,57.05,359.22,53.75,33,215,215,66,0.307,0.6202,1.6123,17.0258,16.1776,0.9502,0.9502,215,215,66,0.307,0.6202,0.2262,18.1843,1.6123,23.3452,23.3452,16,17,17.0258,16.1776,16.1776,0.9502,2640893,2640893,1.4353,66,80,126,139,109.5116,114,15,73,13.0399,8.2477,110.8297,290.4266,17.0419,-1.0688,3.3184,0.482,8.3436,2.8109,15.3017,-2.5842,2.0352,0.2654,0.7693,0.3195,2.446,0.875,0.9846,0.8759,0.9499,0.2413,0.5423,0.5751,0.2526,0.848,0.2016,5.6218,2.1484,-0.3782,0,0.3005,19.0909,44.6364,0.3689,18.9504,0.1566,0.5628,0.6646,6.462,4.3532,0.2064,8.4215,0.0615,2.6411,3.14,167.6694,0.0845,3682.8333,2,0.3333,1.3333,0.2222,0.0279,1.3333,2398.8056,2.2516,0.2581,10.3333,0.0059,1.3403,463.9769,32628.1667,0.0746,0.017,1.1228,1.0539,0.3663,0.0339,45.0186,103.6326,36.4047,0.1693,1,0.5301,3.1607,3.9206,0.1908,8.5535,0.0063,0.3116,8.0738,392.7395,114.1,718.4302
ytma10_010704_benign1_ccd.tif,8ff38f32-4946-4ecb-91c1-89fbaa32c426,Annotation,,,Root object (Image),Polygon,237.92,60.3,53,35,212,212,70,0.3302,0.5437,1.8393,21.3429,12.8542,0.6023,0.6023,212,212,70,0.3302,0.5437,0.2042,14.8194,1.8393,24.8395,24.8395,19,16,21.3429,12.8542,12.8542,0.6023,3832882,3832882,1.3346,104,115,150,188,133.7358,134,20,84,11.154,8.3283,134.4605,194.3548,13.9411,0.4388,3.7042,0.4666,3.3241,1.7867,2.7886,0.0575,0.9638,0.437,0.376,0.2682,2.4106,0.8146,0.9753,0.8179,0.9254,0.3368,0.4541,0.3502,0.3819,1.0767,0.2912,3.5735,1.9158,-0.1011,0,0.5071,13.3248,57.4968,0.3662,41.1401,0.262,0.7406,0.5732,6.0314,3.8045,0.4119,4.5732,0.1617,2.9529,5.6584,46.0892,0.4943,712.8182,8.1818,0.3719,5.7273,0.2603,0.1038,0.7934,619.9587,3.0958,0.2936,7.2727,0.057,4.9857,241.0448,2612.0455,0.0392,0.0229,3.5279,2.3383,0.2187,0.0984,37.3113,98.9151,25.9057,0.1222,1,0.3861,5.591,4.0753,0.4397,3.7877,0.0255,0.7083,16.2913,124.1179,475.8349,120.5991
ytma10_010704_benign1_ccd.tif,cc9ac429-e9bc-4573-bca2-f1300018767a,Annotation,,,Root object (Image),Polygon,336.16,84.78,52.75,42,211,211,84,0.3981,0.3758,2.6611,30.0578,9.5979,0.3193,0.3193,211,211,84,0.3981,0.3758,0.1546,8.4953,2.6611,30.8869,30.8869,15,27,30.0578,9.5979,9.5979,0.3193,3729517,3729517,1.2353,110,117,148,162,132.4313,131,19,52,10.091,8.0406,132.949,137.3922,11.7214,0.2156,2.0636,0.4842,3.2227,1.7402,2.5695,-0.0615,1.035,0.2578,0.6012,0.3069,2.1242,0.8711,0.9742,0.8711,0.9356,0.2578,0.4804,0.3232,0.2578,0.8233,0.1913,3.4804,1.8664,-0.2588,0,0.3144,17.5122,52.122,0.4238,20.2846,0.1649,0.5829,0.4204,5.7412,4.0375,0.4009,4.2276,0.0929,1.7773,8.4932,55.7561,0.3983,1269.1818,5.1818,0.4711,2.0909,0.1901,0.0521,0.6116,901.2397,2.7322,0.298,6.6364,0.0493,3.5388,546.8788,4186.2727,0.0455,0.0281,5.4394,0.7425,0.1154,0.0552,42.4218,102.1659,31.9953,0.1516,1,0.3289,3.8171,3.8776,0.4592,3.5213,0.0167,0.3243,21.1122,131.7678,672.3152,169.5569
ytma10_010704_benign1_ccd.tif,513aebd1-64d9-466a-bb96-c41524bc55f0,Annotation,,,Root object (Image),Polygon,398.07,117.47,52.75,38,211,211,76,0.3602,0.4591,2.1784,23.7605,12.0699,0.508,0.508,211,211,76,0.3602,0.4591,0.1797,11.4703,2.1784,27.0185,27.0185,21,17,23.7605,12.0699,12.0699,0.508,3171489,3171489,2.0239,83,92,153,187,120.2133,117,39,104,20.5025,16.0642,122.6,579.5232,24.0733,0.493,2.2778,0.2648,5.3714,2.1737,24.59,2.4239,3.1816,0.5968,0.6841,0.1236,3.3567,0.7541,0.9777,0.7599,0.9172,0.4327,0.2095,0.9446,0.5093,1.2059,0.3374,4.3475,2.7345,-0.2519,0,0.5733,8.567,48.4845,0.2499,63.2577,0.3261,0.9194,1.1579,3.8353,3.825,0.2571,8.7062,0.0912,6.4009,3.9853,40.7423,0.4318,497.7368,5.8421,0.3075,3.8421,0.2022,0.09,1.0859,374.41,3.7871,0.1383,13.8947,0.0374,6.8801,220.4139,1991.4211,0.0509,0.0434,2.7732,3.5701,0.4229,0.0998,27.0379,55.872,29.9005,0.1417,1,1.0921,3.8064,4.2636,0.3711,6.5071,0.0174,1.1817,14.5111,106.6682,796.1493,234.936
ytma10_010704_benign1_ccd.tif,410777fe-aca2-46df-87be-a0c229fe3662,Annotation,,,Root object (Image),Polygon,42.28,126.31,52.75,37,211,211,74,0.3507,0.4842,2.0652,23.8271,11.3504,0.4764,0.4764,211,211,74,0.3507,0.4842,0.187,12.4257,2.0652,26.2488,26.2488,20,17,23.8271,11.3504,11.3504,0.4764,2168329,2168329,1.7439,66,78,132,162,99.3033,94,28,96,16.5765,12.3065,101.3728,415.2919,20.3787,0.8009,2.8983,0.3683,5.9431,2.3664,11.8185,1.6836,1.9445,0.5714,0.5457,0.2354,2.922,0.7984,0.9794,0.8058,0.9313,0.3273,0.4484,0.629,0.4312,1.2047,0.3855,4.7328,2.329,-0.1896,0,0.6033,11.5322,46.1579,0.2699,58.2281,0.3405,0.8104,1.0108,5.4419,3.8598,0.1983,9.5263,0.0863,7.1672,2.9967,60.2105,0.7247,453.3438,11.125,0.3477,15.8125,0.4941,0.1517,0.7461,409.8662,2.8369,0.1146,13.4375,0.0586,10.4215,111.8483,2057.375,0.0475,0.0296,2.0029,3.3706,0.3735,0.1509,37.019,77.7014,25.5877,0.1213,1,0.7713,6.5339,4.3145,0.2409,6.9858,0.018,1.9235,9.5925,187.4218,84.5664,252.6137
ytma10_010704_benign1_ccd.tif,e7384d1e-f4a6-4c78-bb23-b7c97a680af7,Annotation,,,Root object (Image),Polygon,3.814,221.59,52.75,33,211,211,66,0.3128,0.6087,1.6428,19.2286,14.0802,0.7323,0.7323,211,211,66,0.3128,0.6087,0.222,17.514,1.6428,23.3452,23.3452,16,17,19.2286,14.0802,14.0802,0.7323,1926987,1926987,1.0305,67,83,108,128,95.019,94,12,61,7.6236,4.8365,95.5648,104.0376,10.1999,0.3926,3.8785,0.5803,4.966,2.199,1.902,0.5293,0.7055,0.1832,0.5877,0.4821,1.6545,0.9115,0.9893,0.9119,0.9646,0.1734,0.6728,0.2222,0.178,0.6895,0.1516,4.3979,1.4544,-0.2783,0,0.401,39.9565,38.0217,0.4133,16.2391,0.1765,0.436,0.4455,18.9164,3.9872,0.2162,6.75,0.0685,3.4613,9.5323,182.2391,0.4682,2685.2222,2.7778,0.3086,2.3333,0.2593,0.0427,0.8395,2135.5802,2.7255,0.2299,8.5556,0.0461,5.6994,639.088,11968.5556,0.0638,0.0078,1.5823,1.1681,0.3177,0.0504,53.6635,122.4502,50.5545,0.2396,1,0.2496,5.0608,3.2612,0.2318,5.2749,0.0086,0.4317,12.6699,251.91,7.628,443.1872
ytma10_010704_benign1_ccd.tif,6118b18b-2a64-4a96-a41f-3a62545d7823,Annotation,,,Root object (Image),Polygon,51.54,328.99,52.75,36,211,211,72,0.3412,0.5115,1.9551,22.5681,12.0671,0.5347,0.5347,211,211,72,0.3412,0.5115,0.1949,13.4902,1.9551,25.6125,25.6125,20,16,22.5681,12.0671,12.0671,0.5347,1617740,1617740,1.4894,65,70,106,122,86.3507,85,25,57,12.5211,9.9288,87.5615,210.5689,14.511,0.4408,2.1122,0.3783,3.6557,1.8265,5.1818,0.2992,1.5617,0.2836,0.6926,0.2336,2.434,0.8613,0.9719,0.8617,0.9307,0.2737,0.372,0.4613,0.2784,0.871,0.2062,3.653,2.1356,-0.3168,0,0.3845,15.9389,48.7405,0.3721,23.687,0.1808,0.6209,0.5112,5.5617,3.9069,0.3376,5.2443,0.0827,2.6252,8.2697,54.9618,0.1954,1559.7,6.6,0.66,1.6,0.16,0.0474,0.41,1114.49,2.8464,0.2139,7.7,0.0217,1.758,679.225,5349.6,0.0554,0.0418,6.4802,0.6639,0.1308,0.0503,42.8863,79.8246,31.7583,0.1505,1,0.4934,4.3992,4.0416,0.4456,4.1232,0.0145,0.3123,22.6186,144.1991,103.0829,657.9882
ytma10_010704_benign1_ccd.tif,bfeba173-926e-4860-b05f-f2572eb446d7,Annotation,,,Root object (Image),Polygon,224.65,351.38,52.75,32,211,211,64,0.3033,0.6473,1.5448,17.0324,15.8929,0.9331,0.9331,211,211,64,0.3033,0.6473,0.2325,19.2078,1.5448,22.6274,22.6274,16,16,17.0324,15.8929,15.8929,0.9331,2002268,2002268,1.2273,71,84,110,129,96.8152,97,15,58,8.4925,5.8888,97.4137,116.2455,10.7817,0.0018,3.1273,0.478,5.4463,2.3063,2.0671,0.0202,0.8682,0.3586,0.4154,0.2781,2.2328,0.827,0.9791,0.8277,0.9307,0.339,0.4463,0.3067,0.3482,0.9667,0.2374,4.6126,1.8549,-0.126,0,0.436,14.137,62.3836,0.4273,32.9041,0.2254,0.6919,0.4143,5.7825,3.6807,0.2175,6.6301,0.0714,3.5691,3.1037,77.4521,0.2969,1488.25,4.8333,0.4028,1.6667,0.1389,0.0569,0.8542,1179.0764,3.2516,0.2627,8.4167,0.0341,3.7553,342.8275,7070.3333,0.0326,0.0186,3.4463,2.197,0.175,0.0637,37.3412,100.8578,29.0474,0.1377,1,0.3225,4.1833,3.78,0.2253,5.8483,0.011,0.539,8.3338,200.0284,449.3009,702.7654
ytma10_010704_benign1_ccd.tif,bb3592f1-6ffd-47f2-813e-9c5772fc9684,Annotation,,,Root object (Image),Polygon,19.74,46.75,52.5,34,210,210,68,0.3238,0.5707,1.7522,21.2278,12.7234,0.5994,0.5994,210,210,68,0.3238,0.5707,0.2113,15.8622,1.7522,24.6982,24.6982,13,21,21.2278,12.7234,12.7234,0.5994,2053631,2053631,1.3236,70,80,120,136,97.7476,95,24,66,12.7259,9.8905,98.8898,224.5982,14.9866,0.4294,2.2955,0.4572,5.8983,2.3864,3.3561,0.7384,1.132,0.3184,0.561,0.3214,2.2412,0.863,0.9819,0.8655,0.945,0.249,0.5099,0.3626,0.2814,0.9276,0.2392,4.7728,1.8711,-0.2327,0,0.4767,23.3115,45.541,0.3733,27.2131,0.2231,0.581,0.5542,11.4598,4.0989,0.1852,8.0492,0.0802,4.5411,5.1735,121.3279,0.3717,1213.6,5.8,0.3867,3.2667,0.2178,0.0714,0.6933,1017.6,2.6826,0.1602,10.9333,0.0377,4.3617,269.0579,6123.6667,0.0479,0.0184,2.4643,1.6954,0.2208,0.0695,45.7714,96.0095,32.819,0.1563,1,0.3896,5.9012,3.789,0.2049,6.3571,0.0112,0.6481,9.8786,244.7667,39.4762,93.4905
