index,ObjectID,x0,y0,width,height,file
339,cc4503d9-cb12-4f7f-b059-1e6b85b04863,3,630,13,13,339.png
340,95731d74-c1e2-4391-9a80-bb792446599f,520,751,12,13,340.png
341,15f4c885-cf63-40fb-b8c1-99be578a8ed9,423,38,14,12,341.png
342,c2d632e7-2922-44c5-a6ee-26db549a2504,39,671,12,14,342.png
343,7a66c929-c2da-4e97-b66b-bcd229a43258,271,184,13,13,343.png
344,c4ce2c4a-8f8a-4229-a596-c01507ce460a,401,598,12,16,344.png
345,195ba718-166e-400d-bf01-c273c9defbc8,165,658,14,14,345.png
346,75661701-1fc8-4fb7-b74a-806c6f87c185,256,224,13,13,346.png
347,95326c0d-748c-4659-a08c-c486a26e2448,586,296,11,16,347.png
348,04034bee-662a-4155-9e1c-fc9a10692b92,159,314,14,12,348.png
349,1b739e2d-6c63-430e-a7fb-8cc9ec1c066b,855,482,12,14,349.png
350,1711f22f-7f84-4477-9a0f-5365f45c369d,487,31,12,12,350.png
351,895eaf58-b519-4ddd-b6d4-1af28e92ef9c,450,402,16,12,351.png
352,b08ff75e-3c16-48a2-9d2a-22637b90b84a,139,356,15,14,352.png
353,533f0b33-077a-4f24-8121-7776a3e975f2,121,727,15,10,353.png
354,63c90969-c128-4780-b25b-20e129469abe,94,115,12,13,354.png
355,c2d0b382-ad08-46a3-8dcd-cb4dc06d5638,781,177,19,21,355.png
356,3104089a-e2a2-41f0-b9a2-ab1efcebb713,299,281,12,13,356.png
357,240e4681-a579-4ee0-a7fa-48a9003d9a33,712,751,10,16,357.png
358,c2ffb9cd-8999-419e-9a33-dce9eea0d920,150,408,15,11,358.png
359,387206c6-87a7-44e0-bfe9-92caf102347c,102,245,9,17,359.png
360,574c2871-a804-411a-ba2f-535f31136836,744,170,10,15,360.png
361,ce2743e6-e49e-4e13-a835-4446d058c87d,880,720,16,10,361.png
362,74410766-280a-4aef-ba41-b6533be8b4cd,200,196,20,8,362.png
363,c87b30a6-e894-44ac-890a-3c8913bbc4cf,676,442,18,10,363.png
364,10c1f4f3-9a40-4c80-8542-3e03fa65a61a,95,480,14,10,364.png
365,0c5216a3-9051-42ee-9fbd-f300ed077630,34,415,10,19,365.png
366,93d56f9a-3fff-4047-be8b-79ebceb05837,719,565,13,22,366.png
367,f7c03ee6-1803-4f8a-9422-f6b9b97200fe,366,495,16,10,367.png
368,43018383-1f2e-40e0-b479-b9ffef7f8969,408,62,13,17,368.png
369,7de9c84d-6300-4902-b130-5440b9b09cc7,150,344,15,9,369.png
370,81604bcf-dc7f-4ee0-ba7e-9338ddd70e60,856,398,14,9,370.png
371,e7d468fc-d28b-4310-8ef5-bf1632c63daa,54,216,13,12,371.png
372,01fcb9fc-d2d1-465b-9c57-086a9589f472,82,135,8,18,372.png
373,a60dbff1-edc4-4442-92fe-95fffdcb5642,575,550,13,11,373.png
374,e4dbec19-06d7-4674-ac14-7f6b6bc0316a,443,301,9,15,374.png
375,aab258b4-def5-4510-84ee-f398e6d1320f,164,688,10,14,375.png
376,4a77400c-2102-4ba4-9c18-7b5eae00e3a4,847,173,11,12,376.png
377,e3c3042f-52ac-4f0b-a7fc-74d3b6f2cf02,26,479,14,9,377.png
378,a9ddebe3-df7f-4cd6-a4a4-904883875734,707,171,12,12,378.png
379,b434dc6c-d486-4002-852d-b415d1d92834,412,32,8,22,379.png
380,a1de96d9-2631-48c7-8118-a45acf20a01d,12,467,15,9,380.png
381,6bd9bc1e-5dbd-44cd-98b5-4fc75952e5e4,68,756,11,12,381.png
382,215f8107-f8d5-4545-b04c-28bdc3df512d,871,348,12,13,382.png
383,ee8f311f-20ea-4177-b100-4008d7650a30,509,689,10,12,383.png
384,f6eadb0f-a0ef-4c49-8f5e-5897c5872154,335,188,5,25,384.png
385,e58304f1-f0ad-4eb6-a997-c89f3d541858,162,412,10,13,385.png
386,89e04a83-9f64-4dd7-8298-b5f880a0956c,769,530,11,12,386.png
387,0d9a68bd-82b8-41fd-aece-c25316be2ffb,463,143,10,13,387.png
388,b114963d-07d1-434a-8e3a-8fd2692b45ef,242,148,11,12,388.png
389,9c3a6b2b-8a2c-4183-aa6c-d2d4d3e55737,886,571,10,11,389.png
390,181a584b-f25a-4f31-9462-5127cfcfe992,664,68,20,12,390.png
391,48cbf41b-11ac-40cb-bc25-cb43f859a72c,9,684,8,14,391.png
392,d7b4411a-67ba-4243-986e-fbe4d8652f9a,43,144,13,10,392.png
393,033b0fe9-79a1-4920-96a8-873f2f23b7e8,493,23,16,12,393.png
394,83e0cf1c-a24e-45ca-afe4-3a1ac52e4037,165,395,8,12,394.png
395,2fd33b82-3d31-40bb-99de-1a1178e90159,682,479,10,12,395.png
396,62c90557-58d6-4cfc-9e3a-938e3e47c178,12,446,11,11,396.png
397,ef4574e1-2475-4abb-8f0a-017694b22eef,149,712,14,9,397.png
398,0921c46d-1355-49d0-99d4-f47a26e3f135,32,173,9,12,398.png
399,dbc662d9-160e-4277-ac13-582c92506a8a,164,218,9,11,399.png
400,349833dc-f294-4eef-abcc-22b4aa142229,89,723,10,10,400.png
401,97fc6352-bd5e-4660-93b3-6d46f91eb9ae,693,245,10,10,401.png
402,c605f1c1-5aeb-4fa4-ae51-f45171414e3c,52,572,17,6,402.png
403,f7b32a74-e96c-4220-99cb-e2f2dfb07f9d,183,97,12,8,403.png
404,6a4eb2c3-abf4-4ae4-adb3-d0146bf5694f,403,135,9,11,404.png
405,b279b094-ca87-446b-8838-89268267e4d2,234,177,7,10,405.png
406,402e405a-23a9-4b88-9099-f9d9050e6929,24,761,12,6,406.png
407,c9f8b34c-33be-43d0-9d94-59be3132b52d,759,116,14,9,407.png
408,5807c38a-8a26-47af-9692-19102615f424,0,9,4,15,408.png
409,8838b5cb-eb02-4e2d-bd01-e2ee6730fcb9,443,567,6,7,409.png
